order_id,session_id,campaign_id,channel,order_date,order_ts,order_value_usd,device,country
ORD-0000096,S00002078,C001,Google Ads,2024-01-10,2024-01-10 07:03:02,141.63,mobile,SG
ORD-0000097,S00002091,C001,Google Ads,2024-01-10,2024-01-10 08:48:39,22.22,desktop,HK
ORD-0000098,S00002095,C001,Google Ads,2024-01-10,2024-01-10 20:59:24,106.97,mobile,MY
ORD-0000099,S00002112,C001,Google Ads,2024-01-10,2024-01-10 04:30:11,117.74,mobile,GB
ORD-0000100,S00002129,C001,Google Ads,2024-01-10,2024-01-10 16:54:31,84.87,mobile,SG
ORD-0000101,S00002137,C001,Google Ads,2024-01-10,2024-01-10 17:09:12,56.89,mobile,HK
ORD-0000102,S00002140,C001,Google Ads,2024-01-11,2024-01-11 00:19:05,118.74,desktop,TW
ORD-0000103,S00002151,C001,Google Ads,2024-01-10,2024-01-10 18:37:30,89.32,mobile,US
ORD-0000104,S00002154,C001,Google Ads,2024-01-10,2024-01-10 00:43:38,150.51,mobile,MY
ORD-0000105,S00002176,C001,Google Ads,2024-01-10,2024-01-10 16:17:42,96.36,desktop,HK
ORD-0000106,S00002190,C001,Google Ads,2024-01-10,2024-01-10 19:23:09,85.78,mobile,GB
ORD-0000107,S00002193,C001,Google Ads,2024-01-10,2024-01-10 16:05:53,80.55,desktop,HK
ORD-0000108,S00002196,C001,Google Ads,2024-01-10,2024-01-10 23:21:59,75.0,mobile,HK
ORD-0000109,S00002205,C001,Google Ads,2024-01-10,2024-01-10 23:19:47,89.01,mobile,SG
ORD-0000110,S00002228,C001,Google Ads,2024-01-10,2024-01-10 03:57:19,112.23,desktop,SG
ORD-0000111,S00002232,C001,Google Ads,2024-01-10,2024-01-10 11:53:34,95.7,mobile,TW
ORD-0000112,S00002234,C001,Google Ads,2024-01-10,2024-01-10 10:17:53,109.72,desktop,HK
ORD-0000113,S00002241,C001,Google Ads,2024-01-10,2024-01-10 20:58:32,93.27,mobile,SG
ORD-0000114,S00002282,C001,Google Ads,2024-01-10,2024-01-10 15:04:09,109.65,mobile,HK
ORD-0000115,S00002335,C001,Google Ads,2024-01-11,2024-01-11 11:42:05,145.39,tablet,AU
ORD-0000116,S00002404,C001,Google Ads,2024-01-11,2024-01-11 07:43:10,123.93,mobile,HK
ORD-0000117,S00002465,C001,Google Ads,2024-01-11,2024-01-11 05:41:38,107.72,desktop,SG
ORD-0000118,S00002476,C001,Google Ads,2024-01-11,2024-01-11 16:33:17,100.07,mobile,HK
ORD-0000119,S00002484,C001,Google Ads,2024-01-11,2024-01-11 13:21:06,116.99,mobile,HK
ORD-0000120,S00002491,C001,Google Ads,2024-01-11,2024-01-11 05:29:41,54.62,mobile,HK
ORD-0000121,S00002504,C001,Google Ads,2024-01-11,2024-01-11 16:54:16,69.81,tablet,HK
ORD-0000122,S00002535,C001,Google Ads,2024-01-11,2024-01-11 12:21:35,111.0,mobile,SG
ORD-0000123,S00002547,C001,Google Ads,2024-01-11,2024-01-11 07:38:30,71.87,mobile,MY
ORD-0000124,S00002554,C001,Google Ads,2024-01-11,2024-01-11 11:13:19,73.52,mobile,TW
ORD-0000125,S00002560,C001,Google Ads,2024-01-11,2024-01-11 05:38:01,63.69,mobile,SG
ORD-0000126,S00002564,C001,Google Ads,2024-01-11,2024-01-11 20:38:46,107.27,tablet,HK
ORD-0000127,S00002575,C001,Google Ads,2024-01-11,2024-01-11 11:03:04,123.9,desktop,HK
ORD-0000128,S00002626,C001,Google Ads,2024-01-12,2024-01-12 04:28:40,143.09,desktop,MY
ORD-0000129,S00002631,C001,Google Ads,2024-01-12,2024-01-12 12:42:11,53.89,mobile,GB
ORD-0000130,S00002652,C001,Google Ads,2024-01-12,2024-01-12 01:17:54,70.34,mobile,HK
ORD-0000131,S00002782,C001,Google Ads,2024-01-12,2024-01-12 10:14:16,85.77,tablet,US
ORD-0000132,S00002799,C001,Google Ads,2024-01-12,2024-01-12 15:36:08,95.27,desktop,AU
ORD-0000133,S00002839,C001,Google Ads,2024-01-13,2024-01-13 14:35:36,132.33,tablet,SG
ORD-0000134,S00002847,C001,Google Ads,2024-01-13,2024-01-13 19:47:55,74.38,desktop,TW
ORD-0000135,S00002871,C001,Google Ads,2024-01-13,2024-01-13 18:16:08,66.25,mobile,TW
ORD-0000136,S00002900,C001,Google Ads,2024-01-13,2024-01-13 20:59:47,106.76,desktop,GB
ORD-0000137,S00002913,C001,Google Ads,2024-01-13,2024-01-13 22:04:57,139.22,mobile,US
ORD-0000138,S00002927,C001,Google Ads,2024-01-14,2024-01-14 01:32:44,122.6,desktop,SG
ORD-0000139,S00002931,C001,Google Ads,2024-01-14,2024-01-14 14:49:36,73.57,mobile,US
ORD-0000140,S00002935,C001,Google Ads,2024-01-14,2024-01-14 13:34:49,103.3,desktop,TW
ORD-0000141,S00002993,C001,Google Ads,2024-01-14,2024-01-14 10:46:24,76.76,mobile,TW
ORD-0000142,S00003024,C001,Google Ads,2024-01-14,2024-01-14 05:45:32,116.39,mobile,GB
ORD-0000143,S00003032,C001,Google Ads,2024-01-14,2024-01-14 01:28:25,89.38,mobile,SG
ORD-0000144,S00003036,C001,Google Ads,2024-01-14,2024-01-14 08:00:30,152.63,desktop,HK
ORD-0000145,S00003038,C001,Google Ads,2024-01-14,2024-01-14 08:07:16,81.07,desktop,TW
ORD-0000146,S00003042,C001,Google Ads,2024-01-14,2024-01-14 09:42:45,58.38,desktop,TW
ORD-0000147,S00003076,C001,Google Ads,2024-01-14,2024-01-14 03:56:11,132.54,mobile,HK
ORD-0000148,S00003085,C001,Google Ads,2024-01-14,2024-01-14 16:03:38,87.72,mobile,US
ORD-0000149,S00003116,C001,Google Ads,2024-01-14,2024-01-14 16:58:54,124.17,desktop,JP
ORD-0000150,S00003117,C001,Google Ads,2024-01-14,2024-01-14 19:52:12,55.68,mobile,US
ORD-0000151,S00003179,C001,Google Ads,2024-01-14,2024-01-14 00:58:08,101.06,desktop,MY
ORD-0000152,S00003202,C001,Google Ads,2024-01-14,2024-01-14 09:39:06,130.92,mobile,TW
ORD-0000153,S00003268,C001,Google Ads,2024-01-15,2024-01-15 16:36:09,107.92,mobile,MY
ORD-0000154,S00003270,C001,Google Ads,2024-01-15,2024-01-15 23:06:22,103.56,mobile,US
ORD-0000155,S00003280,C001,Google Ads,2024-01-15,2024-01-15 03:36:16,95.3,desktop,TW
ORD-0000156,S00003286,C001,Google Ads,2024-01-15,2024-01-15 11:50:11,117.56,mobile,US
ORD-0000157,S00003316,C001,Google Ads,2024-01-15,2024-01-15 12:22:09,84.46,desktop,HK
ORD-0000158,S00003403,C001,Google Ads,2024-01-15,2024-01-15 07:21:11,79.54,desktop,HK
ORD-0000159,S00003419,C001,Google Ads,2024-01-15,2024-01-15 19:34:32,90.43,mobile,HK
ORD-0000160,S00003466,C001,Google Ads,2024-01-15,2024-01-15 14:52:58,88.63,tablet,SG
ORD-0000161,S00003479,C001,Google Ads,2024-01-16,2024-01-16 12:57:03,111.46,mobile,TW
ORD-0000162,S00003485,C001,Google Ads,2024-01-16,2024-01-16 04:52:20,65.18,desktop,US
ORD-0000163,S00003501,C001,Google Ads,2024-01-16,2024-01-16 06:49:01,130.67,desktop,HK
ORD-0000164,S00003552,C001,Google Ads,2024-01-16,2024-01-16 19:47:58,98.71,mobile,TW
ORD-0000165,S00003589,C001,Google Ads,2024-01-16,2024-01-16 06:15:42,145.17,mobile,SG
ORD-0000166,S00003600,C001,Google Ads,2024-01-16,2024-01-16 02:46:38,26.13,desktop,HK
ORD-0000167,S00003624,C001,Google Ads,2024-01-16,2024-01-16 18:30:12,104.88,desktop,MY
ORD-0000168,S00003628,C001,Google Ads,2024-01-16,2024-01-16 17:37:08,55.35,mobile,JP
ORD-0000169,S00003632,C001,Google Ads,2024-01-16,2024-01-16 19:56:48,89.62,desktop,TW
ORD-0000170,S00003633,C001,Google Ads,2024-01-16,2024-01-16 07:18:01,88.65,mobile,HK
ORD-0000171,S00003655,C001,Google Ads,2024-01-17,2024-01-17 20:43:38,132.27,mobile,HK
ORD-0000172,S00003658,C001,Google Ads,2024-01-17,2024-01-17 01:19:05,116.75,mobile,HK
ORD-0000173,S00003669,C001,Google Ads,2024-01-17,2024-01-17 01:27:08,118.32,desktop,SG
ORD-0000174,S00003670,C001,Google Ads,2024-01-17,2024-01-17 04:17:55,75.32,mobile,SG
ORD-0000175,S00003690,C001,Google Ads,2024-01-17,2024-01-17 16:47:30,97.08,desktop,MY
ORD-0000176,S00003711,C001,Google Ads,2024-01-17,2024-01-17 20:57:20,88.77,mobile,TW
ORD-0000177,S00003712,C001,Google Ads,2024-01-17,2024-01-17 23:00:33,10.56,mobile,GB
ORD-0000178,S00003721,C001,Google Ads,2024-01-17,2024-01-17 11:12:56,35.16,desktop,SG
ORD-0000179,S00003801,C001,Google Ads,2024-01-18,2024-01-18 18:30:01,108.64,tablet,JP
ORD-0000180,S00003839,C001,Google Ads,2024-01-18,2024-01-18 08:10:02,150.45,mobile,TW
ORD-0000181,S00003880,C001,Google Ads,2024-01-18,2024-01-18 15:54:17,84.83,mobile,TW
ORD-0000182,S00003900,C001,Google Ads,2024-01-18,2024-01-18 14:41:20,64.3,desktop,HK
ORD-0000183,S00003911,C001,Google Ads,2024-01-18,2024-01-18 16:09:53,110.6,desktop,GB
ORD-0000184,S00003913,C001,Google Ads,2024-01-18,2024-01-18 14:18:27,46.3,mobile,SG
ORD-0000185,S00003927,C001,Google Ads,2024-01-19,2024-01-19 16:29:29,110.3,desktop,TW
ORD-0000186,S00003953,C001,Google Ads,2024-01-19,2024-01-19 17:54:11,88.86,desktop,MY
ORD-0000187,S00003980,C001,Google Ads,2024-01-19,2024-01-19 02:58:07,125.36,mobile,TW
ORD-0000188,S00004019,C001,Google Ads,2024-01-19,2024-01-19 07:29:49,126.93,desktop,MY
ORD-0000189,S00004032,C001,Google Ads,2024-01-19,2024-01-19 12:49:24,94.67,desktop,TW
ORD-0000190,S00004057,C001,Google Ads,2024-01-19,2024-01-19 08:07:12,135.91,desktop,SG
ORD-0000191,S00004075,C001,Google Ads,2024-01-19,2024-01-19 08:36:59,87.6,tablet,HK
ORD-0000192,S00004079,C001,Google Ads,2024-01-19,2024-01-19 16:24:34,100.39,mobile,HK
ORD-0000193,S00004085,C001,Google Ads,2024-01-19,2024-01-19 05:02:50,50.95,desktop,US
ORD-0000194,S00004131,C001,Google Ads,2024-01-19,2024-01-19 20:45:33,89.06,desktop,SG
ORD-0000195,S00004168,C001,Google Ads,2024-01-19,2024-01-19 15:29:31,40.08,tablet,TW
ORD-0000196,S00004226,C001,Google Ads,2024-01-19,2024-01-19 04:47:03,68.54,mobile,US
ORD-0000197,S00004230,C001,Google Ads,2024-01-19,2024-01-19 03:18:24,131.02,desktop,HK
ORD-0000198,S00004294,C001,Google Ads,2024-01-19,2024-01-19 20:17:31,86.28,tablet,SG
ORD-0000199,S00004315,C001,Google Ads,2024-01-19,2024-01-19 02:44:59,131.65,desktop,HK
ORD-0000200,S00004319,C001,Google Ads,2024-01-19,2024-01-19 05:05:51,99.86,desktop,SG
ORD-0000201,S00004325,C001,Google Ads,2024-01-19,2024-01-19 16:15:29,88.05,mobile,SG
ORD-0000202,S00004345,C001,Google Ads,2024-01-19,2024-01-19 20:11:04,102.02,desktop,HK
ORD-0000203,S00004402,C001,Google Ads,2024-01-20,2024-01-20 01:02:51,109.31,desktop,HK
ORD-0000204,S00004420,C001,Google Ads,2024-01-20,2024-01-20 05:37:10,101.44,desktop,AU
ORD-0000205,S00004422,C001,Google Ads,2024-01-20,2024-01-20 15:47:45,75.35,desktop,SG
ORD-0000206,S00004465,C001,Google Ads,2024-01-20,2024-01-20 08:46:47,135.31,mobile,SG
ORD-0000207,S00004467,C001,Google Ads,2024-01-20,2024-01-20 14:11:42,73.58,desktop,HK
ORD-0000208,S00004468,C001,Google Ads,2024-01-20,2024-01-20 02:22:57,105.79,mobile,JP
ORD-0000209,S00004482,C001,Google Ads,2024-01-20,2024-01-20 19:25:08,74.18,desktop,HK
ORD-0000210,S00004582,C001,Google Ads,2024-01-20,2024-01-20 07:21:21,78.68,mobile,HK
ORD-0000211,S00004584,C001,Google Ads,2024-01-20,2024-01-20 14:00:43,93.39,desktop,HK
ORD-0000212,S00004614,C001,Google Ads,2024-01-20,2024-01-20 17:24:39,186.13,desktop,HK
ORD-0000213,S00004631,C001,Google Ads,2024-01-20,2024-01-20 00:43:10,95.61,tablet,HK
ORD-0000214,S00004747,C001,Google Ads,2024-01-21,2024-01-21 13:55:17,91.27,desktop,TW
ORD-0000215,S00004780,C001,Google Ads,2024-01-21,2024-01-21 04:09:40,86.9,mobile,SG
ORD-0000216,S00004807,C001,Google Ads,2024-01-21,2024-01-21 00:14:57,47.73,mobile,SG
ORD-0000217,S00004846,C001,Google Ads,2024-01-22,2024-01-22 00:14:29,128.15,mobile,MY
ORD-0000218,S00005002,C001,Google Ads,2024-01-22,2024-01-22 16:14:24,107.44,desktop,HK
ORD-0000219,S00005009,C001,Google Ads,2024-01-22,2024-01-22 03:02:55,52.06,desktop,US
ORD-0000220,S00005012,C001,Google Ads,2024-01-22,2024-01-22 20:53:46,108.58,desktop,HK
ORD-0000221,S00005022,C001,Google Ads,2024-01-22,2024-01-22 09:22:53,142.03,mobile,SG
ORD-0000222,S00005036,C001,Google Ads,2024-01-22,2024-01-22 11:47:43,86.53,mobile,HK
ORD-0000223,S00005037,C001,Google Ads,2024-01-22,2024-01-22 12:48:05,91.48,mobile,SG
ORD-0000224,S00005107,C001,Google Ads,2024-01-23,2024-01-23 08:52:48,140.1,mobile,TW
ORD-0000225,S00005114,C001,Google Ads,2024-01-23,2024-01-23 20:34:51,106.39,mobile,TW
ORD-0000226,S00005164,C001,Google Ads,2024-01-23,2024-01-23 14:53:53,154.88,mobile,HK
ORD-0000227,S00005184,C001,Google Ads,2024-01-23,2024-01-23 07:00:20,70.23,tablet,HK
ORD-0000228,S00005194,C001,Google Ads,2024-01-23,2024-01-23 00:19:33,108.29,mobile,US
ORD-0000229,S00005241,C001,Google Ads,2024-01-23,2024-01-23 11:54:46,59.4,mobile,TW
ORD-0000230,S00005246,C001,Google Ads,2024-01-23,2024-01-23 05:30:28,72.54,tablet,SG
ORD-0000231,S00005284,C001,Google Ads,2024-01-23,2024-01-23 11:58:45,109.19,mobile,US
ORD-0000232,S00005293,C001,Google Ads,2024-01-23,2024-01-23 13:22:35,194.15,mobile,HK
ORD-0000233,S00005295,C001,Google Ads,2024-01-23,2024-01-23 21:56:56,149.91,mobile,TW
ORD-0000234,S00005297,C001,Google Ads,2024-01-23,2024-01-23 06:44:21,70.84,mobile,HK
ORD-0000235,S00005332,C001,Google Ads,2024-01-23,2024-01-23 13:02:40,128.76,desktop,TW
ORD-0000236,S00005377,C001,Google Ads,2024-01-24,2024-01-24 08:29:43,43.52,desktop,SG
ORD-0000237,S00005387,C001,Google Ads,2024-01-24,2024-01-24 23:40:48,67.52,tablet,HK
ORD-0000238,S00005393,C001,Google Ads,2024-01-24,2024-01-24 01:38:49,126.25,mobile,SG
ORD-0000239,S00005401,C001,Google Ads,2024-01-24,2024-01-24 01:49:00,98.75,mobile,JP
ORD-0000240,S00005464,C001,Google Ads,2024-01-24,2024-01-24 00:56:44,125.19,mobile,SG
ORD-0000241,S00005496,C001,Google Ads,2024-01-24,2024-01-24 12:45:16,118.59,desktop,US
ORD-0000242,S00005507,C001,Google Ads,2024-01-24,2024-01-24 01:32:31,28.74,mobile,TW
ORD-0000243,S00005520,C001,Google Ads,2024-01-24,2024-01-24 14:10:56,127.33,desktop,HK
ORD-0000244,S00005547,C001,Google Ads,2024-01-24,2024-01-24 05:44:37,84.96,desktop,HK
ORD-0000245,S00005577,C001,Google Ads,2024-01-24,2024-01-24 06:06:30,67.36,desktop,HK
ORD-0000246,S00005620,C001,Google Ads,2024-01-25,2024-01-25 23:56:04,115.23,tablet,HK
ORD-0000247,S00005631,C001,Google Ads,2024-01-25,2024-01-25 08:41:57,113.74,mobile,HK
ORD-0000248,S00005647,C001,Google Ads,2024-01-25,2024-01-25 01:23:19,71.9,mobile,GB
ORD-0000249,S00005671,C001,Google Ads,2024-01-25,2024-01-25 17:56:00,96.18,desktop,HK
ORD-0000250,S00005692,C001,Google Ads,2024-01-25,2024-01-25 05:10:40,123.41,mobile,HK
ORD-0000251,S00005705,C001,Google Ads,2024-01-25,2024-01-25 19:47:37,117.58,desktop,AU
ORD-0000252,S00005713,C001,Google Ads,2024-01-25,2024-01-25 16:16:18,97.99,mobile,HK
ORD-0000253,S00005725,C001,Google Ads,2024-01-25,2024-01-25 20:25:48,141.37,desktop,JP
ORD-0000254,S00005782,C001,Google Ads,2024-01-25,2024-01-25 02:27:36,121.14,desktop,HK
ORD-0000255,S00005789,C001,Google Ads,2024-01-25,2024-01-25 23:08:42,85.33,desktop,GB
ORD-0000256,S00005816,C001,Google Ads,2024-01-25,2024-01-25 08:37:31,91.72,mobile,SG
ORD-0000257,S00005823,C001,Google Ads,2024-01-25,2024-01-25 04:17:57,50.04,desktop,HK
ORD-0000258,S00005846,C001,Google Ads,2024-01-25,2024-01-25 07:08:22,62.68,tablet,TW
ORD-0000259,S00005851,C001,Google Ads,2024-01-25,2024-01-25 11:18:42,79.43,desktop,SG
ORD-0000260,S00005860,C001,Google Ads,2024-01-25,2024-01-25 16:31:06,104.26,mobile,SG
ORD-0000261,S00005882,C001,Google Ads,2024-01-25,2024-01-25 17:19:32,71.41,desktop,SG
ORD-0000262,S00005930,C001,Google Ads,2024-01-25,2024-01-25 08:52:15,130.56,mobile,US
ORD-0000263,S00005931,C001,Google Ads,2024-01-25,2024-01-25 00:44:58,62.07,desktop,HK
